kraj,dni,wariant,nazwa,cena_pln,ocena_booking,opinie_booking,status_prania,pralka_potwierdzona,pralka_tylko_opinia,usluga_prania,kuchnia,prywatna_lazienka,beachfront,sea_view,parking,plaza_booking,ocena_wyboru_1_10,link
Turcja,11,A — super: plaża / ocena / okolica,çileks apart otel,3721.93,8.5,159,Pralnia/pralka niepotwierdzona w udogodnieniach zwróconych przez Booking tool,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.2 km w linii prostej),9.5,https://www.booking.com/hotel/tr/cileks-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,A — super: plaża / ocena / okolica,çileks apart otel,4695.36,8.5,159,Pralnia/pralka niepotwierdzona w udogodnieniach zwróconych przez Booking tool,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.2 km w linii prostej),9.5,https://www.booking.com/hotel/tr/cileks-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,A — super: plaża / ocena / okolica,Olimpia Hotel,3902.20,,0,Pralnia/pralka niepotwierdzona w udogodnieniach zwróconych przez Booking tool,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.3 km w linii prostej),7.2,https://www.booking.com/hotel/tr/olimpia-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,A — super: plaża / ocena / okolica,Olimpia Hotel,5365.52,,0,Pralnia/pralka niepotwierdzona w udogodnieniach zwróconych przez Booking tool,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.3 km w linii prostej),7.2,https://www.booking.com/hotel/tr/olimpia-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,A — super: plaża / ocena / okolica,Olimpia Hotel,6828.84,,0,Pralnia/pralka niepotwierdzona w udogodnieniach zwróconych przez Booking tool,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.3 km w linii prostej),7.2,https://www.booking.com/hotel/tr/olimpia-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,A — super: plaża / ocena / okolica,Kas Maki Hotel,3652.92,,0,Pralnia i usługa prasowania potwierdzone w udogodnieniach obiektu; pralka w pokoju niepotwierdzona,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),7.7,https://www.booking.com/hotel/tr/kas-maki.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,A — super: plaża / ocena / okolica,Kas Maki Hotel,4855.73,,0,Pralnia i usługa prasowania potwierdzone w udogodnieniach obiektu; pralka w pokoju niepotwierdzona,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),7.7,https://www.booking.com/hotel/tr/kas-maki.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,A — super: plaża / ocena / okolica,Kas Maki Hotel,6058.50,,0,Pralnia i usługa prasowania potwierdzone w udogodnieniach obiektu; pralka w pokoju niepotwierdzona,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),7.7,https://www.booking.com/hotel/tr/kas-maki.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,A — super: plaża / ocena / okolica,Lale Hotel,3771.56,,0,Usługa prasowania potwierdzona; pralnia/pralka w pokoju niepotwierdzona,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),7.5,https://www.booking.com/hotel/tr/lale-butique.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,A — super: plaża / ocena / okolica,Lale Hotel,5185.89,,0,Usługa prasowania potwierdzona; pralnia/pralka w pokoju niepotwierdzona,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),7.5,https://www.booking.com/hotel/tr/lale-butique.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,A — super: plaża / ocena / okolica,Lale Hotel,6600.23,,0,Booking tool: tylko usługa prasowania/dostawa; pralka/pralnia w pokoju NIEPOTWIERDZONA,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.0 km w linii prostej),7.5,https://www.booking.com/hotel/tr/lale-butique.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,A — super: plaża / ocena / okolica,Medusa Hotel,,,0,NIEZWERYFIKOWANE w batchu 2: Booking exact search/URL nie zwróciły obiektu; pozostawiono seed do dalszego sprawdzenia,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.2 km w linii prostej),7.2,https://www.booking.com/hotel/tr/medusa.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,A — super: plaża / ocena / okolica,Medusa Hotel,,,0,NIEZWERYFIKOWANE w batchu 2: Booking exact search/URL nie zwróciły obiektu; pozostawiono seed do dalszego sprawdzenia,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.2 km w linii prostej),7.2,https://www.booking.com/hotel/tr/medusa.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,A — super: plaża / ocena / okolica,Medusa Hotel,,,0,NIEZWERYFIKOWANE w batchu 2: Booking exact search/URL nie zwróciły obiektu; pozostawiono seed do dalszego sprawdzenia,False,False,True,False,True,True,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.2 km w linii prostej),7.2,https://www.booking.com/hotel/tr/medusa.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,A — super: plaża / ocena / okolica,Midas Pension,3223.55,9.2,209,Booking tool: brak pralni/pralki w zwróconych udogodnieniach,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.6 km w linii prostej),9.6,https://www.booking.com/hotel/tr/midas-pension.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,A — super: plaża / ocena / okolica,Midas Pension,4432.39,9.2,209,Booking tool: brak pralni/pralki w zwróconych udogodnieniach,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.6 km w linii prostej),9.6,https://www.booking.com/hotel/tr/midas-pension.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,A — super: plaża / ocena / okolica,Midas Pension,5641.22,9.2,209,Booking tool: brak pralni/pralki w zwróconych udogodnieniach,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.6 km w linii prostej),9.6,https://www.booking.com/hotel/tr/midas-pension.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,A — super: plaża / ocena / okolica,Aydos Club,3562.87,,0,Booking tool: brak pralni/pralki w zwróconych udogodnieniach,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),7.0,https://www.booking.com/hotel/tr/aydos-club.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,A — super: plaża / ocena / okolica,Aydos Club,4898.95,,0,Booking tool: brak pralni/pralki w zwróconych udogodnieniach,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),7.0,https://www.booking.com/hotel/tr/aydos-club.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,A — super: plaża / ocena / okolica,Aydos Club,6235.03,,0,Booking tool: brak pralni/pralki w zwróconych udogodnieniach,False,False,False,False,True,True,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.1 km w linii prostej),7.0,https://www.booking.com/hotel/tr/aydos-club.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Ten Apart Hotel,3336.38,9.0,796,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),9.6,https://www.booking.com/hotel/tr/ten-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Ten Apart Hotel,4587.54,9.0,796,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),9.6,https://www.booking.com/hotel/tr/ten-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Ten Apart Hotel,5838.66,9.0,796,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),9.6,https://www.booking.com/hotel/tr/ten-apart-otel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dove Apart Hotel,2341.32,8.3,1045,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),8.9,https://www.booking.com/hotel/tr/dove-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dove Apart Hotel,3219.31,8.3,1045,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),8.9,https://www.booking.com/hotel/tr/dove-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dove Apart Hotel,4097.31,8.3,1045,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~0.8 km w linii prostej),8.9,https://www.booking.com/hotel/tr/dove-apart.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dna Hotel Dalyan,2307.39,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),7.0,https://www.booking.com/hotel/tr/dna-dalyan.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dna Hotel Dalyan,3172.65,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),7.0,https://www.booking.com/hotel/tr/dna-dalyan.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dna Hotel Dalyan,4037.92,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.8 km w linii prostej),7.0,https://www.booking.com/hotel/tr/dna-dalyan.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dalyan Terrace Hotel,2035.93,,0,Booking tool: Pralnia/pralnia chemiczna/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.1 km w linii prostej),7.2,https://www.booking.com/hotel/tr/daylan-terrace-hotel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dalyan Terrace Hotel,2799.40,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.1 km w linii prostej),7.2,https://www.booking.com/hotel/tr/daylan-terrace-hotel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dalyan Terrace Hotel,3562.87,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~0.1 km w linii prostej),7.2,https://www.booking.com/hotel/tr/daylan-terrace-hotel.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Luna Kaş,3868.82,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),6.8,https://www.booking.com/hotel/tr/elea-kas.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Luna Kaş,5319.63,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),6.8,https://www.booking.com/hotel/tr/elea-kas.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Luna Kaş,6770.39,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.3 km w linii prostej),6.8,https://www.booking.com/hotel/tr/elea-kas.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Gökyüzü Suit Apart,3948.43,9.3,131,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.8 km w linii prostej),9.4,https://www.booking.com/hotel/tr/gokyuzu-suit-apart-iii.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Gökyüzü Suit Apart,5373.41,9.3,131,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.8 km w linii prostej),9.4,https://www.booking.com/hotel/tr/gokyuzu-suit-apart-iii.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Gökyüzü Suit Apart,6798.43,9.3,131,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Küçük Çakıl / Kaş (~0.8 km w linii prostej),9.4,https://www.booking.com/hotel/tr/gokyuzu-suit-apart-iii.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dede Suites Fethiye,3990.59,9.7,32,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.4 km w linii prostej),9.6,https://www.booking.com/hotel/tr/dede-suites-fethiye.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dede Suites Fethiye,5334.34,9.7,32,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.4 km w linii prostej),9.6,https://www.booking.com/hotel/tr/dede-suites-fethiye.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Dede Suites Fethiye,6678.10,9.7,32,Booking tool: brak pralni/pralki w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,False,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~1.4 km w linii prostej),9.6,https://www.booking.com/hotel/tr/dede-suites-fethiye.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Arwen Hotel,4705.71,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~5.9 km w linii prostej),6.6,https://www.booking.com/hotel/tr/arwen.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Arwen Hotel,6470.35,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~5.9 km w linii prostej),6.6,https://www.booking.com/hotel/tr/arwen.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Arwen Hotel,8234.99,,0,Booking tool: Pralnia/usługa prania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Çalış Beach / Fethiye (~5.9 km w linii prostej),6.6,https://www.booking.com/hotel/tr/arwen.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,8,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Konak Su Hotel,2714.57,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.0 km w linii prostej),7.0,https://www.booking.com/hotel/tr/konak-melsa.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-24&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,11,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Konak Su Hotel,3732.54,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.0 km w linii prostej),7.0,https://www.booking.com/hotel/tr/konak-melsa.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-27&no_rooms=1&group_adults=2&selected_currency=PLN
Turcja,14,B — rozsądnie: lokalizacja / opinia / pralka preferowana,Konak Su Hotel,4750.50,,0,Booking tool: Pralnia/usługa prasowania w udogodnieniach obiektu; pralka w pokoju NIEPOTWIERDZONA,False,False,True,False,True,False,False,True,Najbliższa referencyjna plaża: Dalyan riverfront (~1.0 km w linii prostej),7.0,https://www.booking.com/hotel/tr/konak-melsa.html?aid=2438770&checkin=2026-09-16&checkout=2026-09-30&no_rooms=1&group_adults=2&selected_currency=PLN
